,BlueCars_taken_sum,BlueCars_returned_sum,Utilib_taken_sum,Utilib_returned_sum,Utilib_14_taken_sum,Utilib_14_returned_sum,Slots_freed_sum,Slots_taken_sum
772,301,298,6,5,16,16,93,96
773,335,317,9,9,26,24,99,88
774,287,297,4,4,23,28,89,96
775,312,316,9,9,42,40,100,97
776,376,378,5,6,33,33,126,129
777,355,371,7,6,26,24,94,95
778,299,284,15,15,8,11,77,73
779,29,17,0,0,5,2,5,4
780,215,197,1,0,18,17,34,31
781,190,192,7,7,12,13,34,38
782,208,207,3,3,19,19,30,25
783,176,179,3,3,10,8,32,30
784,262,261,9,11,9,9,49,45
785,365,363,15,13,30,32,67,69
786,303,310,8,8,22,20,44,45
787,197,188,4,4,11,11,39,36
788,231,229,10,10,6,6,34,37
789,243,250,1,2,16,17,44,44
790,215,209,8,7,17,17,41,40
791,280,284,9,9,8,7,49,48
792,397,399,9,9,15,16,63,67
793,348,344,13,13,12,12,58,55
794,275,284,8,9,9,8,56,57
795,260,255,12,11,13,13,44,43
796,238,234,12,13,22,24,41,42
797,256,250,11,10,18,16,57,54
798,279,280,6,6,13,13,55,57
799,405,407,13,13,13,13,59,58
800,356,364,8,8,14,16,66,70
801,256,257,7,7,13,12,40,37
802,263,254,5,5,18,17,34,34
803,245,248,7,8,14,14,47,48
804,254,252,2,1,16,18,51,50
805,257,259,8,8,15,13,41,44
806,366,364,11,11,28,29,65,63
807,326,330,8,8,18,17,49,50
808,240,238,6,6,12,12,46,47
809,225,220,3,3,15,15,49,47
810,239,238,6,6,20,20,46,45
811,263,267,3,3,11,11,35,37
812,286,290,5,5,13,13,51,52
813,382,383,10,11,15,16,39,40
814,284,280,9,8,23,22,53,49
815,225,227,4,4,13,14,42,46
816,223,223,9,9,5,4,56,52
817,176,180,1,1,9,10,34,34
818,198,194,6,6,11,10,37,38
819,252,253,16,16,19,19,44,43
820,403,403,8,9,15,15,66,67
821,314,325,7,7,15,17,60,63
822,228,211,1,0,8,6,51,47
823,252,256,5,5,19,19,61,64
824,262,257,7,7,16,16,45,45
825,267,268,7,7,23,23,56,53
826,254,252,9,9,12,12,52,53
827,321,331,7,7,13,13,49,51
828,307,301,7,7,22,24,56,53
829,179,184,4,5,13,12,38,40
830,217,217,14,13,23,22,42,46
831,217,217,4,5,9,9,28,21
832,221,220,11,10,14,14,51,52
833,236,241,5,5,9,10,37,38
834,24,19,2,2,0,0,6,3
835,207,200,14,14,11,10,39,41
836,206,208,6,6,7,7,49,48
837,233,231,3,3,10,12,55,52
838,315,321,3,3,23,21,71,74
839,265,274,7,8,18,19,64,67
840,247,236,10,9,16,16,57,52
841,251,248,7,7,16,15,66,65
842,259,261,6,6,12,12,62,65
843,281,286,6,7,19,19,54,53
844,309,311,10,10,17,17,69,71
845,421,423,11,10,23,23,105,104
846,323,315,10,10,21,21,69,70
847,256,267,8,9,6,9,44,45
848,260,247,5,4,16,14,72,72
849,242,245,1,2,13,12,63,62
850,244,240,4,3,19,19,56,53
851,277,293,7,7,14,14,57,62
852,391,378,14,14,21,21,75,72
853,312,322,3,3,27,27,54,58
854,236,222,3,3,23,23,39,36
855,236,244,4,4,14,15,44,41
856,239,231,11,11,15,14,49,49
857,233,242,5,5,10,11,44,48
858,288,283,6,6,10,9,44,44
859,355,364,13,13,27,27,84,82
860,303,304,5,5,13,13,55,56
861,230,219,1,1,15,16,38,39
862,225,230,8,8,14,13,46,43
863,276,272,6,6,11,11,55,58
864,272,271,2,2,16,16,67,65
865,281,286,8,8,15,15,60,62
866,303,308,9,11,29,30,73,73
867,278,279,5,3,14,13,52,50
868,268,255,2,2,17,17,45,44
869,246,253,5,5,16,16,46,46
870,284,281,4,4,22,22,46,48
871,292,292,2,2,13,13,46,45
872,250,260,8,8,14,18,49,51
873,377,379,15,15,38,38,78,75
874,259,261,6,6,20,20,60,60
875,254,260,8,8,11,12,42,46
876,267,255,7,7,11,10,51,48
877,246,250,6,8,16,16,52,53
878,259,259,10,8,21,22,60,61
879,275,277,3,3,31,31,62,60
880,342,350,6,7,23,22,58,60
881,304,300,6,5,27,27,55,56
882,222,247,12,12,11,11,41,43
883,250,224,4,4,8,8,42,40
884,242,255,8,8,8,8,41,42
885,209,187,6,5,3,4,39,39
886,243,250,4,5,12,13,43,41
887,330,337,6,5,21,21,52,53
888,288,277,3,3,21,22,54,54
889,164,169,4,5,11,9,34,34
890,200,197,7,6,16,17,36,36
891,214,214,2,2,13,12,40,41
892,210,208,10,10,11,11,46,43
893,205,210,6,7,15,16,38,39
894,306,304,1,0,14,13,53,53
895,248,259,2,2,11,13,29,32
896,278,266,1,1,24,22,38,35
897,265,266,6,6,10,10,35,36
898,229,233,4,4,22,24,41,42
899,259,253,4,4,22,21,55,57
900,324,332,3,4,18,17,58,57
901,397,405,12,11,11,11,77,75
902,296,295,3,3,19,22,52,52
903,278,272,4,5,27,24,42,41
904,307,312,6,5,22,24,62,65
905,201,192,3,3,13,11,34,32
906,271,267,6,6,11,12,46,49
907,248,248,3,4,18,18,55,52
908,217,204,9,7,18,15,48,46
909,253,254,3,4,21,20,56,59
910,284,278,5,4,24,24,48,44
911,374,377,15,15,15,15,68,70
912,341,338,6,7,12,13,65,66
913,270,275,10,10,19,21,46,47
914,252,258,5,4,32,29,49,49
915,265,254,4,5,31,32,51,49
916,237,238,8,7,19,18,48,48
917,278,280,5,5,15,15,52,53
918,387,394,5,6,16,17,68,67
919,296,290,4,3,15,16,58,56
920,238,241,8,8,20,18,35,39
921,260,259,14,14,9,9,39,37
922,237,237,6,6,11,11,41,43
923,266,261,3,3,12,12,39,36
924,283,280,4,4,11,11,47,46
925,359,365,9,9,20,20,66,67
926,303,303,2,2,25,28,69,69
927,243,242,5,5,14,11,43,44
928,251,246,7,7,21,22,72,69
929,263,271,3,4,12,11,56,58
930,227,221,9,8,13,13,54,54
931,280,280,6,7,12,13,64,64
932,325,327,9,8,28,27,69,72
933,265,269,9,9,10,10,65,60
934,225,226,6,6,28,29,40,40
935,13,6,0,0,2,2,0,1
936,249,208,22,20,11,10,55,46
937,209,218,15,17,10,10,46,45
938,230,233,6,6,15,15,56,59
939,197,201,12,14,14,16,65,62
940,247,240,11,9,15,15,65,68
941,336,332,8,11,23,24,98,94
942,337,346,8,7,16,14,86,86
943,256,246,7,6,4,3,75,77
944,256,254,4,4,19,22,83,82
945,274,267,3,2,23,20,82,81
946,294,288,4,5,14,15,93,90
947,294,311,4,3,24,23,87,91
948,372,355,15,16,48,48,115,112
949,304,315,12,13,12,12,72,73
950,269,271,5,3,20,20,77,79
951,294,297,8,10,15,15,111,110
952,291,274,17,15,22,22,87,88
953,290,292,5,5,28,31,91,93
954,291,292,4,4,22,20,95,90
955,394,401,11,11,20,19,103,108
956,318,325,7,7,12,13,84,77
957,281,278,4,5,9,10,80,81
958,296,289,8,8,20,18,90,95
959,309,309,4,4,19,22,88,88
960,307,294,4,3,31,29,90,84
961,269,286,5,7,18,20,92,99
962,379,370,12,11,21,19,105,96
963,286,291,6,5,7,6,71,73
964,273,270,8,8,12,12,93,96
965,277,285,8,9,13,13,103,103
966,301,304,3,2,10,12,108,110
967,309,309,7,8,23,24,112,113
968,324,326,12,12,20,17,103,103
969,411,401,3,2,14,15,121,118
970,354,347,2,2,22,24,114,110
971,271,273,6,6,13,9,82,87
972,296,288,8,8,11,11,79,77
973,216,213,3,3,10,10,78,76
974,255,269,4,4,17,20,72,79
975,263,255,3,4,14,12,78,71
976,366,382,8,8,25,25,101,105
977,295,309,12,12,13,16,94,95
978,246,224,4,3,16,14,80,81
979,305,298,8,8,15,13,106,101
980,283,282,14,15,13,13,118,122
981,312,319,6,5,10,10,114,115
982,325,321,4,5,15,16,117,114
983,347,367,8,9,18,18,132,134
984,299,291,7,6,21,23,102,97
985,229,222,5,4,15,13,75,76
986,219,223,2,3,29,32,65,71
987,237,238,5,4,17,16,91,86
988,242,228,8,8,18,15,70,74
989,224,243,5,8,14,16,89,90
990,20,17,3,2,2,0,9,6
991,256,266,6,5,16,16,88,89
992,239,241,7,7,9,12,78,83
993,295,288,9,7,10,11,84,88
994,309,311,6,6,19,16,99,96
995,273,273,5,7,14,13,90,85
996,266,258,9,7,16,18,100,96
997,266,261,3,5,21,20,100,100
998,273,282,7,8,8,9,82,91
999,287,288,12,9,23,22,111,107
1000,321,329,2,4,21,22,102,106
1001,350,339,9,8,23,27,119,119
1002,310,307,6,6,25,22,88,85
1003,257,262,2,3,14,13,90,91
1004,272,269,6,6,21,21,100,95
1005,294,296,3,3,15,16,88,95
1006,254,241,8,7,15,13,84,75
1007,259,257,7,6,11,12,82,82
1008,368,408,4,5,34,37,84,95
1009,324,316,6,5,25,22,74,71
1010,262,235,4,4,18,19,77,68
1011,295,302,7,8,17,16,93,96
1012,294,291,4,3,16,14,95,92
1013,285,284,8,9,14,14,93,96
1014,289,297,6,7,13,15,177,177
1015,375,389,16,14,19,19,167,177
1016,322,312,7,7,11,11,84,76
1017,263,259,4,4,24,24,86,85
1018,270,270,11,11,16,14,107,106
1019,287,291,3,3,20,25,104,111
1020,285,280,3,5,27,24,113,109
1021,302,301,6,5,10,11,85,83
1022,268,293,9,8,14,13,92,99
1023,287,270,5,7,19,18,94,88
1024,233,223,8,6,13,13,59,58
1025,297,305,10,12,18,20,88,89
1026,322,328,17,15,12,11,95,99
1027,306,288,3,4,22,23,95,90
1028,311,317,7,6,15,12,94,94
1029,409,418,10,12,21,23,110,114
1030,335,324,5,2,22,20,80,77
1031,260,250,12,12,12,12,79,78
1032,266,265,6,6,13,13,85,85
1033,301,312,5,5,21,21,93,95
1034,258,258,6,6,11,12,92,90
1035,295,316,6,6,22,22,106,110
1036,358,359,10,13,25,26,119,125
1037,323,316,12,9,12,11,92,87
1038,233,240,7,7,14,14,68,71
1039,246,235,1,1,14,13,114,110
1040,278,258,4,4,22,21,86,86
1041,242,220,4,4,11,9,74,65
1042,271,293,11,11,18,22,87,92
1043,347,342,9,11,21,19,113,111
1044,283,281,16,15,25,24,78,78
1045,206,219,10,15,13,14,70,71
1046,269,258,8,2,14,13,76,78
1047,232,253,9,11,17,16,79,79
1048,302,284,9,8,11,11,83,81
1049,227,231,8,8,14,16,84,87
1050,278,274,7,6,21,20,85,85
1051,238,239,5,7,12,13,64,64
1052,260,251,5,3,11,10,77,74
1053,249,271,5,7,8,8,89,93
1054,307,295,8,7,27,26,104,100
1055,308,307,15,15,13,15,93,97
1056,312,303,2,1,22,22,95,94
1057,360,367,4,6,20,20,95,99
1058,276,281,5,5,16,15,77,71
1059,239,249,13,14,15,16,85,90
1060,287,270,12,10,21,21,95,86
1061,194,195,11,11,18,18,57,60
1062,249,255,5,5,15,14,92,92
1063,346,350,12,13,11,13,109,111
1064,270,246,5,5,22,21,73,72
1065,300,281,7,6,15,14,102,98
1066,322,330,8,8,20,20,114,118
1067,400,405,8,8,16,18,125,125
1068,393,398,22,24,20,19,119,115
1069,299,297,9,7,29,29,94,98
1070,300,303,8,8,24,23,104,101
1071,315,312,9,10,18,18,96,101
1072,336,327,7,8,18,19,119,112
1073,332,341,16,15,20,20,117,120
1074,396,416,9,10,25,27,115,122
1075,384,360,12,10,25,23,119,116
1076,270,266,4,4,14,16,89,86
1077,279,284,8,9,21,20,104,105
1078,305,310,11,10,17,15,122,118
1079,302,288,8,8,15,16,108,105
1080,310,308,1,1,20,21,114,118
1081,386,393,18,18,26,24,140,136
1082,308,328,6,7,12,14,115,123
1083,313,299,6,6,19,17,90,89
1084,321,311,6,5,16,20,93,92
1085,332,339,8,8,31,29,104,104
1086,280,304,9,10,23,23,126,131
1087,355,322,13,12,21,19,124,115
1088,387,396,6,6,11,12,107,110
1089,312,315,9,12,10,10,101,100
1090,267,251,10,7,18,19,86,88
1091,13,8,0,0,5,3,6,1
1092,309,276,3,2,11,10,78,55
1093,349,349,9,9,22,20,99,103
1094,422,409,6,7,29,28,102,101
1095,430,424,6,5,34,34,117,120
1096,426,435,10,10,27,27,133,128
1097,442,456,6,7,23,23,140,138
1098,398,411,10,10,8,8,115,124
1099,403,377,10,9,17,17,119,108
1100,416,408,11,11,23,24,116,120
1101,442,442,11,11,32,31,119,116
1102,415,412,7,7,32,32,120,120
1103,415,418,13,13,18,18,131,135
1104,525,532,12,14,22,22,143,140
1105,471,492,16,16,34,37,133,139
1106,455,430,12,11,40,38,139,132
1107,426,422,13,12,37,37,137,137
1108,458,460,18,18,30,29,130,134
1109,462,459,7,7,22,22,129,129
1110,551,552,8,9,47,47,153,155
1111,520,545,15,15,18,20,180,182
1112,452,448,12,11,52,53,137,135
1113,453,441,13,13,41,38,124,120
1114,467,465,7,7,28,29,133,135
1115,487,477,11,11,41,40,157,154
1116,428,428,14,14,31,32,162,164
1117,482,488,18,18,22,23,140,137
1118,495,519,12,14,33,33,129,137
1119,435,418,15,13,32,33,126,119
1120,397,390,9,9,47,45,104,105
1121,400,406,10,10,37,37,131,132
1122,464,456,10,10,25,24,123,121
1123,480,478,19,20,27,27,152,151
1124,417,422,10,9,26,26,153,155
1125,577,594,7,7,35,36,151,157
1126,437,438,12,14,21,20,149,147
1127,379,355,18,16,20,20,123,119
1128,421,422,9,9,16,16,111,114
1129,327,332,12,14,22,23,110,111
1130,442,442,23,21,25,24,126,124
1131,373,367,10,10,24,24,118,117
1132,427,441,13,13,32,33,153,153
1133,366,380,8,9,23,25,117,122
1134,369,349,21,22,29,27,137,131
1135,418,420,12,10,26,26,156,160
1136,442,435,13,13,28,27,145,141
1137,489,488,13,13,30,31,173,172
1138,449,449,16,16,22,21,135,135
1139,431,465,6,6,25,27,147,161
1140,383,368,8,9,13,13,130,120
1141,364,360,9,8,19,18,109,104
1142,414,399,5,5,25,24,126,126
1143,403,402,15,15,30,32,108,109
1144,399,399,14,14,21,19,134,132
1145,374,382,13,13,24,26,123,124
1146,26,22,0,0,3,2,6,5
1147,400,401,4,4,16,16,128,132
1148,396,394,8,9,29,30,126,124
1149,425,427,16,15,12,13,211,213
1150,414,446,11,13,31,36,123,131
1151,417,421,6,6,26,20,127,125
1152,419,394,13,11,22,22,105,98
1153,419,402,17,19,19,19,128,128
1154,447,448,20,18,21,21,147,145
1155,459,457,19,20,41,41,141,143
1156,458,471,10,9,32,32,161,164
1157,505,528,9,10,22,22,157,162
1158,463,454,12,12,22,25,132,131
1159,424,399,11,10,22,19,144,136
1160,382,388,12,13,39,39,127,127
1161,468,460,4,3,16,17,118,125
1162,491,496,19,19,34,33,135,128
1163,452,460,16,16,27,31,129,134
1164,492,523,5,7,24,23,145,151
1165,476,469,5,3,24,23,151,148
1166,473,445,6,8,30,29,139,132
1167,463,453,8,6,24,24,162,160
1168,467,471,14,14,12,11,143,144
1169,447,447,16,16,22,22,131,131
1170,520,525,15,15,18,19,163,164
1171,458,488,10,11,23,24,157,169
1172,423,416,6,7,21,23,116,107
1173,433,417,23,21,23,19,131,128
1174,462,453,11,11,14,14,153,149
1175,471,464,10,11,17,17,138,144
1176,494,506,17,16,20,20,127,125
1177,516,512,13,13,41,41,132,131
1178,423,425,9,11,31,34,105,103
1179,338,351,13,11,25,22,102,104
1180,347,368,6,9,11,15,102,108
1181,467,432,14,11,29,26,143,132
1182,478,476,22,22,26,27,171,171
1183,497,494,14,14,23,21,140,143
1184,469,484,6,6,34,35,125,132
1185,458,476,15,17,24,26,158,167
1186,396,394,15,14,36,37,147,140
1187,465,449,13,12,22,21,148,143
1188,537,529,10,10,30,28,163,163
1189,479,483,9,9,33,33,168,166
1190,474,471,12,12,37,37,147,151
1191,492,498,11,11,39,39,154,154
1192,524,535,8,10,37,40,166,169
1193,426,443,15,14,34,34,131,133
1194,449,426,6,7,25,23,119,113
1195,413,411,9,7,20,19,136,133
1196,453,458,7,6,27,27,140,147
1197,371,360,6,10,28,26,112,108
1198,466,471,20,20,26,26,149,153
1199,466,492,9,10,22,23,153,158
1200,396,376,9,8,29,29,102,93
1201,399,390,14,13,26,25,101,109
1202,394,392,10,10,28,29,128,120
1203,437,425,12,12,21,20,109,110
1204,394,395,11,11,30,31,122,120
1205,424,434,15,15,35,35,115,119
1206,418,446,9,10,28,30,136,139
1207,371,355,7,8,10,9,91,85
1208,432,430,9,8,26,26,118,118
1209,328,334,12,12,23,25,69,77
1210,424,406,12,11,30,28,130,120
1211,475,471,14,15,37,36,150,157
1212,466,462,11,10,35,34,131,133
1213,434,460,23,25,34,37,137,135
1214,393,391,10,9,22,22,112,113
1215,409,390,9,8,20,20,142,139
1216,322,326,7,8,24,23,109,110
1217,316,348,5,4,10,10,102,109
1218,450,444,11,11,20,22,136,132
1219,589,568,11,12,38,36,145,143
1220,403,395,15,12,39,37,108,102
1221,501,488,24,24,34,34,170,167
1222,462,461,14,14,33,33,152,149
1223,449,463,13,14,18,20,120,130
1224,463,484,9,9,29,30,148,148
1225,528,508,20,19,35,33,133,130
1226,494,482,17,17,29,28,145,143
1227,533,534,14,14,19,19,166,167
1228,484,481,13,13,32,32,161,159
1229,469,472,5,5,22,22,153,159
1230,524,534,15,17,23,25,166,166
1231,469,477,8,6,25,24,146,147
1232,460,449,12,13,29,28,130,124
1233,521,518,8,7,37,37,162,161
1234,518,512,18,19,33,33,165,167
1235,486,485,20,19,30,31,157,154
1236,475,480,13,14,18,17,161,160
1237,468,480,8,8,21,22,144,150
1238,405,415,11,12,20,21,122,126
1239,488,464,11,9,25,24,146,140
1240,485,480,12,12,31,30,178,174
1241,500,506,18,18,21,21,174,173
1242,460,460,19,19,28,28,177,178
1243,462,461,20,20,28,28,150,152
1244,414,419,9,10,26,27,126,123
1245,391,406,16,16,27,31,132,138
1246,419,405,8,10,39,35,148,144
1247,21,18,1,1,2,1,1,2
1248,336,336,7,8,21,20,72,70
1249,266,258,4,5,12,12,44,45
1250,324,309,8,6,15,16,58,54
1251,335,335,8,11,15,13,54,59
1252,378,360,9,7,25,26,77,69
1253,433,455,14,15,34,35,92,100
1254,394,398,9,12,19,16,83,81
1255,309,297,19,17,16,19,65,63
1256,338,331,9,8,23,22,89,88
1257,307,303,7,9,28,31,76,77
1258,310,315,8,5,25,20,88,87
1259,355,348,13,13,23,23,84,82
1260,524,521,10,10,35,36,122,127
1261,397,423,9,10,31,33,97,99
1262,333,331,13,15,23,20,69,66
1263,297,288,12,12,21,22,77,76
1264,322,308,20,18,24,25,82,83
1265,334,344,14,13,23,24,90,90
1266,357,339,8,8,27,25,84,81
1267,503,517,7,7,28,28,121,124
1268,383,399,8,8,29,31,91,95
1269,327,330,6,6,19,16,104,100
1270,303,274,8,9,21,23,73,70
1271,301,308,7,6,19,17,71,71
1272,314,306,2,2,13,13,69,72
1273,314,318,9,9,24,24,81,79
1274,495,506,9,10,16,17,114,119
1275,416,436,14,14,19,20,92,93
1276,310,301,5,4,38,39,69,66
1277,314,302,9,9,36,35,81,79
1278,373,365,13,13,19,19,79,79
1279,319,322,5,5,21,21,86,84
1280,337,338,6,6,28,27,66,68
1281,463,461,21,21,27,27,110,110
1282,382,402,12,13,23,26,93,96
1283,366,356,4,5,31,31,87,88
1284,323,314,10,9,25,25,92,87
1285,243,242,13,12,19,17,59,57
1286,268,263,9,10,29,27,65,66
1287,276,279,5,4,15,16,75,74
1288,442,443,12,12,17,21,115,122
1289,367,396,15,17,34,31,95,92
1290,313,294,16,14,19,18,83,83
1291,312,302,7,9,23,22,78,76
1292,327,314,9,7,26,26,89,88
1293,322,325,13,13,18,20,73,75
1294,288,302,3,4,19,19,88,92
1295,442,441,13,13,37,37,116,114
1296,318,340,8,8,25,25,87,90
1297,259,246,5,4,24,25,57,56
1298,306,293,8,9,20,18,82,76
1299,332,324,7,6,17,18,76,75
1300,327,334,6,6,25,24,76,76
1301,366,362,4,5,25,25,90,87
1302,27,21,4,3,1,0,9,7
1303,319,321,5,6,11,11,68,72
1304,319,326,12,11,23,26,63,64
1305,370,371,6,7,32,30,66,68
1306,435,440,13,12,19,20,106,106
1307,359,382,10,11,19,20,86,88
1308,296,274,5,4,25,22,60,56
1309,319,303,8,8,28,30,79,77
1310,329,324,9,9,21,22,77,75
1311,336,335,5,5,25,22,82,82
1312,364,377,6,6,20,20,72,75
1313,501,499,11,11,25,27,81,85
1314,385,410,6,8,16,14,98,99
1315,284,271,3,1,13,15,62,56
1316,307,298,3,4,24,22,67,67
1317,292,284,10,11,18,22,55,56
1318,299,309,9,8,26,24,71,68
1319,302,300,10,9,27,27,82,90
1320,457,462,11,11,27,26,117,116
1321,360,383,5,7,17,19,102,106
1322,334,316,8,9,15,12,68,64
1323,284,272,7,4,26,27,56,51
1324,311,311,12,12,20,19,68,67
1325,340,331,7,7,18,18,83,84
1326,347,345,16,16,24,25,98,97
1327,459,474,13,14,22,22,95,98
1328,358,381,13,14,19,20,70,72
1329,301,291,4,2,22,22,68,65
1330,314,306,10,11,27,27,83,82
1331,345,351,3,2,21,20,86,87
1332,331,306,10,10,9,9,84,83
1333,284,291,20,20,11,10,69,73
1334,424,433,8,9,22,25,105,100
1335,330,340,13,17,18,19,73,79
1336,295,323,15,11,25,23,77,80
1337,345,312,15,16,24,23,76,70
1338,352,343,6,4,26,25,80,76
1339,309,304,11,12,27,28,70,72
1340,330,337,11,12,17,17,72,76
1341,458,462,7,7,50,51,86,91
1342,315,361,8,8,20,20,109,109
1343,349,329,6,7,20,19,83,84
1344,310,294,8,8,12,13,71,69
1345,320,308,13,12,20,21,105,100
1346,306,309,9,9,18,16,91,94
1347,350,363,16,18,21,21,88,89
1348,462,462,13,12,28,30,100,103
1349,351,384,7,7,23,21,74,77
1350,296,266,8,7,22,22,60,56
1351,284,280,11,11,19,20,66,62
1352,319,310,8,9,14,13,62,61
1353,299,291,12,12,15,16,50,52
1354,328,329,13,13,21,21,63,58
1355,347,366,8,10,28,29,70,73
1356,301,327,12,11,27,32,75,79
1357,269,261,9,8,20,16,56,55
1358,345,321,8,8,23,24,80,76
1359,314,302,13,14,31,30,72,71
1360,273,271,6,6,17,16,52,53
1361,311,319,5,4,32,32,55,56
1362,371,402,9,10,14,14,91,97
1363,370,362,9,8,12,15,63,57
1364,325,334,7,8,21,20,72,77
1365,381,379,8,7,29,29,55,54
1366,349,329,13,14,26,24,74,72
1367,354,354,6,5,22,24,75,73
1368,314,299,11,11,30,27,69,72
1369,361,378,9,11,35,36,86,85
1370,273,309,9,8,16,18,62,68
1371,321,294,10,9,21,22,69,64
1372,299,308,2,3,19,16,72,75
1373,218,223,6,5,11,12,52,51
1374,360,376,5,6,17,18,77,81
1375,369,334,13,12,25,25,68,62
1376,286,276,4,4,15,11,60,53
1377,372,352,5,6,17,17,70,71
1378,393,387,5,4,33,32,97,91
1379,420,440,7,7,36,40,110,114
1380,386,423,3,4,26,26,90,97
1381,353,311,7,7,18,20,74,65
1382,309,308,11,13,30,25,71,71
1383,336,339,11,9,18,19,66,71
1384,338,332,12,13,17,15,81,75
1385,348,347,16,15,31,34,102,106
1386,418,439,16,16,25,23,70,72
1387,397,428,7,7,18,20,81,84
1388,318,287,5,6,26,25,67,61
1389,368,347,7,5,21,21,75,72
1390,311,302,9,11,30,28,71,69
1391,297,299,11,9,19,19,55,61
1392,345,348,3,3,12,12,84,88
1393,460,478,12,12,23,24,104,102
1394,380,406,10,10,13,14,95,96
1395,307,286,12,15,20,20,54,55
1396,390,367,10,8,29,29,79,72
1397,326,325,12,12,29,29,87,90
1398,332,325,20,20,19,17,72,66
1399,321,328,6,5,12,13,63,68
1400,386,405,10,14,13,13,77,81
1401,353,379,16,13,25,26,90,90
1402,304,274,10,9,19,17,59,54
1403,24,16,0,1,1,1,5,2
1404,353,316,7,9,29,21,80,69
1405,241,268,4,2,16,15,66,77
1406,253,259,6,8,8,13,50,51
1407,209,207,7,7,20,26,52,51
1408,292,290,8,6,19,13,59,60
1409,450,445,20,21,17,16,105,105
1410,477,479,9,7,21,25,84,85
1411,249,243,0,1,23,22,47,47
1412,268,263,10,8,15,11,51,48
1413,241,240,3,4,12,15,52,56
1414,281,278,10,9,15,16,59,55
1415,279,281,7,9,9,8,56,54
1416,466,468,8,7,35,34,95,103
1417,440,433,13,13,27,28,74,66
1418,214,238,7,7,22,22,37,43
1419,280,262,18,17,26,29,59,57
1420,266,260,6,6,21,17,60,56
1421,280,281,9,9,16,16,52,52
1422,320,325,15,15,19,20,67,69
1423,478,480,3,3,32,31,99,102
1424,452,443,7,9,30,31,97,90
1425,243,274,11,11,11,13,69,80
1426,280,256,7,5,20,19,62,52
1427,268,263,8,8,19,19,66,64
1428,264,263,4,5,29,29,69,73
1429,306,299,16,17,19,15,72,68
1430,461,479,20,20,27,31,113,119
1431,424,412,14,13,27,27,109,102
1432,257,271,3,2,24,24,50,58
1433,261,263,1,4,24,25,68,71
1434,322,305,18,15,16,12,64,57
1435,296,309,7,9,19,19,74,78
1436,335,338,7,6,22,23,90,86
1437,473,454,11,10,53,54,104,104
1438,467,469,7,7,25,22,111,113
1439,287,304,6,6,16,18,75,74
1440,258,267,13,14,17,15,62,67
1441,206,204,3,3,19,23,51,50
1442,270,267,8,8,14,14,55,55
1443,303,294,14,17,17,15,70,69
1444,443,450,12,8,23,21,105,107
1445,442,426,13,13,41,43,126,121
1446,238,273,2,3,19,23,92,98
1447,248,231,8,7,24,19,53,49
1448,309,288,9,9,17,16,81,78
1449,288,303,6,7,17,26,100,105
1450,336,321,7,7,30,24,103,95
1451,388,395,5,6,37,39,93,96
1452,387,375,20,18,29,27,150,141
1453,222,246,6,10,18,19,59,66
1454,249,250,12,9,10,9,82,84
1455,254,240,10,9,24,25,66,65
1456,273,281,10,12,13,15,78,75
1457,342,347,13,15,27,23,80,87
1458,56,35,2,2,3,4,9,6
1459,261,273,11,7,12,11,68,66
1460,355,353,7,9,15,19,90,91
1461,346,349,12,11,39,37,91,95
1462,438,466,13,14,37,38,94,98
1463,424,402,13,12,28,25,110,102
1464,251,254,8,10,23,25,55,58
1465,274,283,11,10,28,26,51,53
1466,287,268,11,11,18,19,64,58
1467,281,278,12,11,24,24,62,60
1468,314,306,15,15,29,28,67,68
1469,442,442,15,17,33,34,104,104
1470,433,461,13,11,19,19,119,127
1471,263,248,7,8,21,23,58,52
1472,270,278,16,15,32,30,57,58
1473,274,276,7,8,20,19,73,73
1474,257,253,12,12,12,13,76,80
1475,307,303,9,7,19,17,84,86
1476,387,389,7,7,35,39,78,73
1477,423,416,11,13,24,21,101,99
1478,212,221,9,10,22,24,56,61
1479,242,249,7,7,25,22,49,51
1480,255,234,17,15,12,13,64,57
1481,273,281,14,14,16,17,87,88
1482,297,287,8,7,23,25,75,73
1483,441,446,13,13,37,34,132,134
1484,419,415,2,2,22,22,130,126
1485,235,259,6,7,16,18,57,67
1486,284,272,12,13,22,19,65,56
1487,305,294,11,10,21,25,74,78
1488,306,321,6,6,14,13,76,76
1489,301,288,6,5,27,26,72,73
1490,420,434,20,21,25,24,101,100
1491,376,362,4,5,12,11,109,107
1492,348,350,10,10,28,30,84,88
1493,229,242,4,2,20,19,58,60
1494,241,238,5,8,21,22,73,67
1495,287,275,9,8,21,23,82,84
1496,303,303,9,8,25,26,66,68
1497,421,446,15,16,30,33,113,120
1498,401,397,12,11,38,40,99,99
1499,280,284,4,5,22,18,77,74
1500,282,259,8,8,12,14,63,60
1501,274,285,10,10,27,25,87,92
1502,239,238,7,6,29,28,76,72
1503,304,296,6,6,19,23,88,90
1504,385,414,7,7,43,43,91,96
1505,409,410,7,7,13,11,114,114
1506,243,236,6,8,25,25,51,48
1507,236,232,7,6,21,19,67,69
1508,261,254,7,6,38,40,69,68
1509,218,215,6,6,20,15,71,73
1510,305,302,9,9,11,15,64,60
1511,402,416,15,17,40,44,103,115
1512,425,410,13,10,56,52,105,95
1513,227,251,8,8,14,15,65,67
1514,249,237,7,7,20,19,49,52
