,Cars,Bluecar_counter,Utilib_counter,Utilib_1.4_counter,City,ID,Kind,Geo_point,Postal_code,Public_name,Rental_status,Slots,Station_type,Subscription_status,year,month,day,hour,minute
4423,2,2,0,1,Paris,paris-henard-3,STATION,"48.84154, 2.389211",75012,Paris/Henard/3,operational,2,station,nonexistent,2018,4,5,3,56
4424,2,2,0,0,Alfortville,alfortville-charlesdegaulle-16,STATION,"48.81456, 2.413135",94140,Alfortville/Charles de Gaulle/16,operational,0,station,nonexistent,2018,4,1,0,36
4425,3,3,0,0,Paris,paris-philippeauguste-65,STATION,"48.853661, 2.3923486",75011,Paris/Philippe Auguste/65,operational,1,station,nonexistent,2018,4,3,6,3
4426,0,0,0,0,Gennevilliers,gennevilliers-georgescorete-1,SPACE,"48.91757, 2.307151",92230,Gennevilliers/Georges Corete/1,broken,0,full_station,broken,2018,4,4,14,45
4427,6,6,0,0,Paris,paris-mithouard-6,STATION,"48.8512827, 2.3129161",75007,Paris/Mithouard/6,operational,0,station,nonexistent,2018,4,7,15,48
4428,5,5,0,0,Alfortville,alfortville-malleret-16,SPACE,"48.802512, 2.425589",94140,Alfortville/Malleret/16,operational,0,full_station,operational,2018,4,9,21,6
4429,1,1,0,0,Paris,paris-choisy-8,STATION,"48.8205622, 2.3643333",75013,Paris/Choisy/8,operational,0,station,nonexistent,2018,4,2,2,41
4430,3,3,0,0,Paris,paris-orteaux-92,STATION,"48.8557933, 2.4079711",75020,Paris/Orteaux/92,operational,1,station,nonexistent,2018,4,6,8,35
4431,0,0,0,0,Saint-Cloud,saintcloud-montvalerien-38,STATION,"48.8569103, 2.2152544",92210,Saint-Cloud/Mont ValÃ©rien/38,operational,2,station,nonexistent,2018,4,4,18,39
4432,0,0,0,0,Paris,paris-turenne-46,STATION,"48.8580079, 2.3644786",75003,Paris/Turenne/46,operational,3,station,nonexistent,2018,4,3,17,2
4433,1,1,0,0,Paris,paris-pyrenees-231,STATION,"48.8638511, 2.3991848",75020,Paris/PyrÃ©nÃ©es/231,operational,2,station,nonexistent,2018,4,1,12,44
4434,6,6,0,0,Paris,paris-augusteblanqui-120,STATION,"48.83164, 2.342243",75013,Paris/Auguste Blanqui/120,operational,0,station,nonexistent,2018,4,2,2,57
4435,0,0,0,0,Paris,paris-bernardins-23,STATION,"48.84934, 2.350152",75005,Paris/Bernardins/23,operational,6,station,nonexistent,2018,4,2,2,41
4436,0,0,0,0,Paris,paris-dutuit-1,STATION,"48.8662011, 2.3156932",75008,Paris/Dutuit/1,operational,5,station,nonexistent,2018,4,8,2,0
4437,0,0,0,0,Paris,paris-nonnainsdhyeres-1,STATION,"48.85378, 2.358089",75004,Paris/Nonnains d'HyÃ¨res/1,operational,5,station,nonexistent,2018,4,2,2,49
4438,4,4,0,1,Paris,paris-capitaineferber-5,STATION,"48.865359, 2.405207",75020,Paris/Capitaine Ferber/5,operational,1,station,nonexistent,2018,4,5,6,18
4439,2,2,0,0,Issy-les-Moulineaux,issylesmoulineaux-verdun-135,STATION,"48.81855, 2.25291",92130,Issy-les-Moulineaux/Verdun/135,operational,0,station,nonexistent,2018,4,8,17,28
4440,0,0,0,0,Paris,paris-sibour-2,STATION,"48.8750762, 2.3587236",75010,Paris/Sibour/2,operational,6,station,nonexistent,2018,4,8,8,51
4441,2,2,0,1,Vanves,vanves-jeanbleuzen-77,SPACE,"48.82338, 2.296546",92170,Vanves/Jean Bleuzen/77,operational,3,full_station,operational,2018,4,7,11,18
4442,2,2,0,0,Rueil-Malmaison,rueilmalmaison-henrisainteclairedeville-12,STATION,"48.8926928, 2.1725973",92500,Rueil-Malmaison/Henri Sainte-Claire DÃ©ville/12,operational,4,station,nonexistent,2018,4,2,20,39
4443,0,0,0,0,Paris,paris-faubourgmontmartre-31,STATION,"48.8738324, 2.3425629",75009,Paris/Montmartre/31,operational,3,station,nonexistent,2018,4,9,23,58
4444,4,4,0,0,Paris,paris-lorraine-22,STATION,"48.8857, 2.3833508",75019,Paris/Lorraine/22,operational,0,station,nonexistent,2018,4,6,8,12
4445,1,1,0,0,Paris,paris-chevaleret-79,STATION,"48.82881, 2.376281",75013,Paris/Chevaleret/79,operational,4,station,nonexistent,2018,4,6,1,51
4446,2,2,0,0,VÃ©lizy-Villacoublay,velizyvillacoublay-pauldautier-2,STATION,"48.7805519, 2.20984769",78140,VÃ©lizy-Villacoublay/Paul Dautier/2,operational,4,station,nonexistent,2018,4,4,22,53
4447,3,3,0,0,Paris,paris-victorhugo-60,SPACE,"48.870343, 2.286851",75016,Paris/Victor Hugo/60,operational,2,full_station,broken,2018,4,2,4,28
4448,0,0,0,0,Saint-Denis,saintdenis-cheminots-24,STATION,"48.9176833, 2.3525717",93200,Saint-Denis/Cheminots/24,future,0,station,nonexistent,2018,4,5,12,7
4449,0,0,1,1,Enghien-les-Bains,enghienlesbains-arrivee-19,STATION,"48.9727125, 2.3067895",95880,Enghien-les-Bains/ArrivÃ©e/19,operational,3,station,nonexistent,2018,4,8,22,13
4450,0,0,0,0,Paris,paris-lafayette-56,STATION,"48.875464, 2.342083",75009,Paris/La Fayette/56,operational,6,station,nonexistent,2018,4,8,7,15
4451,0,0,0,0,Boulogne-Billancourt,boulognebillancourt-edouardvaillant-81,STATION,"48.8344135, 2.2464756",92100,Boulogne-Billancourt/Ãdouard Vaillant/81,operational,3,station,nonexistent,2018,4,5,19,56
4452,3,3,0,0,Paris,paris-sainthonore-422,STATION,"48.8683003, 2.3237257",75008,Paris/Saint-HonorÃ©/422,operational,0,station,nonexistent,2018,4,7,13,48
4453,0,0,0,0,Paris,paris-neuvesaintpierre-2,STATION,"48.853574, 2.363958",75004,Paris/Neuve Saint-Pierre/2,operational,4,station,nonexistent,2018,4,1,0,4
4454,2,2,0,0,Paris,paris-turenne-98,STATION,"48.8623505, 2.3648513",75003,Paris/Turenne/98,operational,2,station,nonexistent,2018,4,4,12,20
4455,4,4,0,0,Saint-MandÃ©,saintmande-mongenot-3,STATION,"48.8435084, 2.4171838",94160,Saint-MandÃ©/Mongenot/3,operational,0,station,nonexistent,2018,4,6,16,15
4456,0,0,0,1,SÃ¨vres,sevres-granderue-123,STATION,"48.821593, 2.2050638",92310,SÃ¨vres/Grande Rue/123,operational,5,station,nonexistent,2018,4,4,15,57
4457,2,2,0,1,Ãpinay-sur-Seine,epinaysurseine-fitzelin-64,STATION,"48.960565, 2.3068329",93800,Ãpinay-sur-Seine/Fitzelin/64,operational,2,station,nonexistent,2018,4,4,0,1
4458,5,5,0,1,Paris,paris-lacordaire-56,STATION,"48.8412857, 2.2813956",75015,Paris/Lacordaire/56,operational,0,station,nonexistent,2018,4,6,6,38
4459,4,4,0,0,Paris,paris-adolphemax-6,STATION,"48.883011, 2.329596",75009,Paris/Adolphe Max/6,operational,0,station,nonexistent,2018,4,2,11,1
4460,5,5,1,0,Colombes,colombes-finlande-1,STATION,"48.93164, 2.260197",92700,Colombes/Finlande/1,operational,0,station,nonexistent,2018,4,3,15,43
4461,6,6,0,0,Issy-les-Moulineaux,issylesmoulineaux-guynemer-16,STATION,"48.83073, 2.278246",92130,Issy-les-Moulineaux/Guynemer/16,operational,0,station,nonexistent,2018,4,9,11,46
4462,0,0,1,0,Paris,paris-constantine-25,STATION,"48.8587263, 2.314834",75007,Paris/Constantine/25,operational,1,station,nonexistent,2018,4,7,21,23
4463,0,0,0,0,Paris,paris-louisblanc-6,STATION,"48.87893, 2.36908",75010,Paris/Louis Blanc/6,operational,5,station,nonexistent,2018,4,2,23,47
4464,0,0,0,0,Paris,paris-philippeauguste-126,STATION,"48.8577957, 2.390264",75011,Paris/Philippe Auguste/126,operational,5,station,nonexistent,2018,4,7,11,53
4465,6,6,0,0,Montrouge,montrouge-barbes-24,STATION,"48.81737, 2.327974",92120,Montrouge/BarbÃ¨s/24,operational,0,station,nonexistent,2018,4,3,11,25
4466,5,5,0,0,Paris,paris-portedecharenton-2,STATION,"48.8311, 2.398697",75012,Paris/Porte de Charenton/2,operational,1,station,nonexistent,2018,4,1,7,9
4467,0,0,0,0,Aulnay-sous-bois,aulnaysousbois-8mai-9,STATION,"48.9463868, 2.5093616",93600,Aulnay-sous-bois/8 mai/9,broken,0,station,nonexistent,2018,4,5,9,40
4468,4,4,0,0,Paris,paris-francoisedolto-1,STATION,"48.82934, 2.382635",75013,Paris/FranÃ§oise Dolto/1,operational,1,station,nonexistent,2018,4,9,12,37
4469,0,0,0,0,Paris,paris-saintaugustin-9,STATION,"48.875556, 2.319321",75008,Paris/Saint-Augustin/9,operational,3,station,nonexistent,2018,4,8,19,30
4470,0,0,0,0,Paris,paris-sainthonore-91,STATION,"48.872047, 2.3131252",75008,Paris/Saint-HonorÃ©/91,broken,0,station,nonexistent,2018,4,1,20,17
4471,2,2,0,0,Nanterre,nanterre-marechaljoffre-28,STATION,"48.8856, 2.196418",92000,Nanterre/MarÃ©chal Joffre/28,operational,1,station,nonexistent,2018,4,7,2,5
4472,0,0,0,0,Paris,paris-provence-35,STATION,"48.874155, 2.338559",75009,Paris/Provence/35,operational,4,station,nonexistent,2018,4,6,0,4
4473,0,0,0,0,Saint-Denis,saintdenis-cheminots-24,STATION,"48.9176833, 2.3525717",93200,Saint-Denis/Cheminots/24,future,0,station,nonexistent,2018,4,6,16,8
4474,2,2,0,0,Paris,paris-georgesmandel-42,STATION,"48.8639536, 2.2806137",75016,Paris/Georges Mandel/42,operational,4,station,nonexistent,2018,4,4,6,50
4475,3,3,1,0,Paris,paris-daumesnil-199,STATION,"48.839307, 2.3971468",75012,Paris/Daumesnil/199,operational,0,station,nonexistent,2018,4,1,5,26
4476,0,0,0,0,Paris,paris-pierrecharron-62,STATION,"48.8696448, 2.3036203",75008,Paris/Pierre Charron/62,broken,0,station,nonexistent,2018,4,2,9,11
4477,3,3,0,0,Saint-Maur,saintmaur-mesnil-6,STATION,"48.7941012, 2.5141917",94100,Saint-Maur/Mesnil/6,operational,0,station,nonexistent,2018,4,4,22,5
4478,2,2,0,1,Paris,paris-chernoviz-12,STATION,"48.85775, 2.281404",75016,Paris/Chernoviz/12,operational,1,station,nonexistent,2018,4,6,6,8
4479,5,5,0,0,Rueil-Malmaison,rueilmalmaison-henrisainteclairedeville-12,STATION,"48.8926928, 2.1725973",92500,Rueil-Malmaison/Henri Sainte-Claire DÃ©ville/12,operational,1,station,nonexistent,2018,4,6,16,22
4480,1,1,0,0,Paris,paris-henribarbusse-66,STATION,"48.83912, 2.337229",75014,Paris/Henri Barbusse/66,operational,5,station,nonexistent,2018,4,8,20,33
4481,2,2,1,0,Villeneuve-la-Garenne,villeneuvelagarenne-verdun-30,STATION,"48.935552, 2.332598",92390,Villeneuve-la-Garenne/Verdun/30,operational,2,station,operational,2018,4,3,22,22
4482,2,2,0,0,ChÃ¢tillon,chatillon-stalingrad-5,STATION,"48.8102855, 2.2995297",92320,ChÃ¢tillon/Stalingrad/5,operational,3,station,nonexistent,2018,4,8,12,37
4483,0,0,0,0,Paris,paris-saintmartin-17,STATION,"48.8681421, 2.360276",75003,Paris/Saint-Martin/17,operational,4,station,nonexistent,2018,4,7,15,13
4484,4,4,0,1,Antony,antony-velpeau-14,STATION,"48.7549117, 2.301541",92160,Antony/Velpeau/14,operational,1,station,nonexistent,2018,4,8,14,13
4485,3,3,0,0,Paris,paris-arnoldnetter-10,STATION,"48.8415951, 2.4050137",75012,Paris/Arnold Netter/10,operational,2,station,nonexistent,2018,4,2,3,3
4486,3,3,0,0,Paris,paris-gambetta-1,STATION,"48.8632187, 2.388968",75020,Paris/Gambetta/1,operational,3,station,nonexistent,2018,4,9,13,24
4487,4,4,0,0,Fontenay-aux-Roses,fontenayauxroses-robertmarchand-32,STATION,"48.78798, 2.29074",92260,Fontenay-aux-Roses/Robert Marchand/32,operational,2,station,nonexistent,2018,4,6,19,32
4488,1,1,0,0,Paris,paris-pouchet-4,STATION,"48.8916817, 2.318781",75017,Paris/Pouchet/4,operational,2,station,nonexistent,2018,4,1,23,23
4489,3,3,0,0,Paris,paris-sainthonore-123,STATION,"48.87327, 2.309515",75008,Paris/Saint-HonorÃ©/123,operational,1,station,nonexistent,2018,4,6,11,15
4490,6,6,0,0,Paris,paris-portedemontrouge-8,STATION,"48.8230593, 2.322823",75014,Paris/Porte de Montrouge/8,operational,0,station,nonexistent,2018,4,4,0,21
4491,2,2,0,2,Gennevilliers,gennevilliers-louisemichel-36,STATION,"48.9226538, 2.320639",92230,Gennevilliers/Louise Michel/36,operational,2,station,nonexistent,2018,4,9,14,13
4492,0,0,0,0,Paris,paris-vauvenargues-35,STATION,"48.8945095, 2.3320844",75018,Paris/Vauvenargues/35,operational,5,station,nonexistent,2018,4,7,9,59
4493,3,3,0,0,Paris,paris-aubervilliers-126,STATION,"48.8917059, 2.3690678",75019,Paris/Aubervilliers/126,operational,2,station,nonexistent,2018,4,4,20,39
4494,3,3,0,1,Paris,paris-ledrurollin-88,STATION,"48.8506483, 2.3754501",75012,Paris/Ledru-Rollin/88,operational,2,station,nonexistent,2018,4,6,1,51
4495,0,0,0,0,Paris,paris-quaidausterlitz-parking,PARKING,"48.83943, 2.37111",75013,Paris/Quai d'Austerlitz/Parking,broken,0,station,nonexistent,2018,4,4,21,33
4496,1,1,0,0,Colombes,colombes-gabrielperi-335,STATION,"48.9172575, 2.2365491",92700,Colombes/Gabriel PÃ©ri/335,operational,4,station,nonexistent,2018,4,4,8,54
4497,4,4,0,0,Paris,paris-pyrenees-330,SPACE,"48.8732135, 2.3903853",75020,Paris/PyrÃ©nÃ©es/330,operational,0,full_station,broken,2018,4,6,6,20
4498,0,0,0,0,Paris,paris-courcelles-210,STATION,"48.8867348, 2.2955406",75017,Paris/Courcelles/210,operational,5,station,nonexistent,2018,4,9,9,49
4499,2,2,0,0,Paris,paris-henrybrisson-5,STATION,"48.8984293, 2.3347923",75018,Paris/Henry Brisson/5,operational,2,station,nonexistent,2018,4,1,7,3
4500,5,5,0,0,Paris,paris-fredericklemaitre-5,STATION,"48.8736473, 2.3911798",75020,Paris/FrÃ©dÃ©rick LemaÃ®tre/5,operational,1,station,nonexistent,2018,4,2,0,50
4501,0,0,0,0,Paris,paris-vercingetorix-106,STATION,"48.8344374, 2.3137055",75014,Paris/VercingÃ©torix/106,broken,0,station,nonexistent,2018,4,6,6,55
4502,0,0,0,0,Paris,paris-richardlenoir-63,STATION,"48.86023, 2.3719914",75011,Paris/Richard Lenoir/63,operational,5,station,nonexistent,2018,4,7,20,35
4503,5,5,0,0,Argenteuil,argenteuil-henribarbusse-215,STATION,"48.93154, 2.229872",95100,Argenteuil/Henri Barbusse/215,operational,1,station,nonexistent,2018,4,5,21,30
4504,4,4,0,1,SÃ¨vres,sevres-wolfenbuttel-1,STATION,"48.812502, 2.213332",92310,SÃ¨vres/WolfenbÃ¼ttel/1,operational,0,station,nonexistent,2018,4,7,10,19
4505,1,1,0,0,Vanves,vanves-larmeroux-12,STATION,"48.8169686, 2.2810709",92170,Vanves/Larmeroux/12,operational,3,station,nonexistent,2018,4,5,17,18
4506,1,1,0,0,Fontenay-Sous-Bois,fontenaysousbois-jeanpierretimbaud-17,STATION,"48.85773, 2.4747963",94120,Fontenay-Sous-Bois/Jean-Pierre Timbaud/17,operational,5,station,nonexistent,2018,4,5,9,38
4507,2,2,0,0,Paris,paris-tolbiac-15,STATION,"48.8292818, 2.3744385",75013,Paris/Tolbiac/15,operational,1,station,nonexistent,2018,4,8,18,6
4508,4,4,0,0,Rosny-sous-Bois,rosnysousbois-rome-8,STATION,"48.876218, 2.475338",93110,Rosny-sous-Bois/Rome/8,operational,1,station,nonexistent,2018,4,3,22,3
4509,0,0,0,0,Rueil-Malmaison,rueilmalmaison-albert1er-98,STATION,"48.8855277, 2.1719487",92500,Rueil-Malmaison/Albert 1er/98,operational,6,station,nonexistent,2018,4,5,6,55
4510,1,1,0,1,Paris,paris-valmy-107,STATION,"48.87484, 2.36289",75010,Paris/Valmy/107,operational,2,station,nonexistent,2018,4,3,19,16
4511,3,3,0,0,CrÃ©teil,creteil-mesly-5,STATION,"48.79177, 2.459949",94000,CrÃ©teil/Mesly/5,operational,3,station,nonexistent,2018,4,1,8,53
4512,6,6,0,0,Nanterre,nanterre-national-134,STATION,"48.88835, 2.184296",92000,Nanterre/National/134,operational,0,station,nonexistent,2018,4,3,13,16
4513,5,5,0,0,Boulogne-Billancourt,boulognebillancourt-henrimartin-2,STATION,"48.8365078, 2.2524132",92100,Boulogne-Billancourt/Henri Martin/2,operational,1,station,nonexistent,2018,4,3,1,24
4514,5,5,0,0,Villejuif,villejuif-epidor-2,STATION,"48.78148, 2.354342",94800,Villejuif/Ãpi d'Or/2,operational,1,station,nonexistent,2018,4,5,17,34
4515,2,2,0,2,Gennevilliers,gennevilliers-louisemichel-36,STATION,"48.9226538, 2.320639",92230,Gennevilliers/Louise Michel/36,operational,2,station,nonexistent,2018,4,9,19,23
4516,3,3,0,0,Paris,paris-iena-24,STATION,"48.8653828, 2.2945784",75016,Paris/IÃ©na/24,operational,0,station,nonexistent,2018,4,5,14,20
4517,3,3,0,0,Issy-les-Moulineaux,issylesmoulineaux-ernestrenan-9,STATION,"48.8295855, 2.2836035",92130,Issy-les-Moulineaux/Ernest Renan/9,operational,1,station,nonexistent,2018,4,1,16,1
4518,0,0,0,0,Bourg-la-Reine,bourglareine-carnot-33,STATION,"48.7772202, 2.3226319",92340,Bourg-la-Reine/Carnot/33,operational,5,station,nonexistent,2018,4,6,19,26
4519,0,0,0,0,La Garenne-Colombes,lagarennecolombes-national-90,STATION,"48.9086393, 2.2374151",92250,La Garenne-Colombes/National/90,operational,6,station,nonexistent,2018,4,7,13,13
4520,2,2,0,0,CrÃ©teil,creteil-jeanbaptisteoudry-32,STATION,"48.7738474, 2.4600815",94000,CrÃ©teil/Jean-Baptiste Oudry/32,operational,2,station,nonexistent,2018,4,7,23,55
4521,0,0,0,1,Paris,paris-clichy-181,STATION,"48.89351, 2.314814",75017,Paris/Clichy/181,operational,3,station,nonexistent,2018,4,1,19,39
4522,0,0,1,0,Paris,paris-balard-108,STATION,"48.83731, 2.278682",75015,Paris/Balard/108,operational,4,station,nonexistent,2018,4,2,17,41
4523,0,0,0,0,Paris,paris-botzaris-76,STATION,"48.8794816, 2.388647",75019,Paris/Botzaris/76,operational,2,station,nonexistent,2018,4,2,11,46
4524,1,1,0,0,Paris,paris-jouffroydabbans-108,STATION,"48.8823377, 2.3018911",75017,Paris/Jouffroy d'Abbans/108,operational,4,station,nonexistent,2018,4,6,4,38
4525,4,4,0,0,Paris,paris-botzaris-50,STATION,"48.8792228, 2.3839164",75019,Paris/Botzaris/50,operational,2,station,nonexistent,2018,4,4,13,51
4526,4,4,0,0,VÃ©lizy-Villacoublay,velizyvillacoublay-dewoittine-1,STATION,"48.78283, 2.215441",78140,VÃ©lizy-Villacoublay/Dewoittine/1,operational,2,station,nonexistent,2018,4,4,5,1
4527,1,1,0,0,Paris,paris-richardlenoir-36,STATION,"48.857259, 2.37139",75011,Paris/Richard Lenoir/36,operational,1,station,nonexistent,2018,4,1,18,7
4528,0,0,0,0,Alfortville,alfortville-blanqui-61,STATION,"48.80188, 2.415843",94140,Alfortville/Blanqui/61,broken,0,station,nonexistent,2018,4,4,9,5
4529,3,3,0,1,Paris,paris-sevresbabylone-parking,PARKING,"48.85159, 2.32496",75007,Paris/SÃ¨vres Babylone/Parking,operational,1,station,nonexistent,2018,4,7,12,36
4530,4,4,0,0,Boulogne-Billancourt,boulognebillancourt-anatolefrance-4,STATION,"48.8504347, 2.2370458",92100,Boulogne-Billancourt/Anatole France/4,operational,1,station,nonexistent,2018,4,3,0,13
